name,n_taxa,n_trees,n_reticulations,msa_size,sites_per_tree,sampling_type,simulation_type,celine_params,brlen_scaler,seqgen_params,near_zero_branches_raxml,n_equal_tree_pairs,true_network_weirdness,true_network_path,fixed_reticulation_prob,runtime_raxml,inferred_network_path,likelihood_type,brlen_linkage_type,start_type,timeout,n_random_start_networks,n_parsimony_start_networks,runtime_inference,use_partitioned_msa,n_reticulations_inferred,bic_true,logl_true,bic_inferred,logl_inferred,bic_raxml,logl_raxml,rf_absolute_raxml,rf_relative_raxml,rf_absolute_inferred,rf_relative_inferred,msa_patterns,unrooted_softwired_network_distance,unrooted_hardwired_network_distance,unrooted_displayed_trees_distance,rooted_softwired_network_distance,rooted_hardwired_network_distance,rooted_displayed_trees_distance,rooted_tripartition_distance,rooted_path_multiplicity_distance,rooted_nested_labels_distance,aic_true,aicc_true,aic_raxml,aicc_raxml,aic_inferred,aicc_inferred
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_0,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_0_true_network.nw,0.1,13.061,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,38.579,True,1.0,52410.75308,-25887.4775,52410.17018,-25887.18605,52459.81829,-25933.20337,-1,-1,-1,-1,1801,0.09090909091,0.10526315789999999,1.0,0.08333333333,0.1,1.0,0.1,0.0487804878,0.4615384615,51894.95499,51895.13827,51978.40675,51978.56658,51894.3721,51894.55538
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1_true_network.nw,0.2,14.073,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,28.353,True,1.0,52175.71739,-25769.95965,52172.9866,-25768.59426,52306.60849,-25856.59847,-1,-1,-1,-1,1815,0.09090909091,0.1578947368,1.0,0.2692307692,0.3181818182,1.0,0.347826087,0.1818181818,0.4615384615,51659.9193,51660.10258,51825.19695,51825.35678,51657.18851,51657.37179
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1_true_network.nw,0.2,14.073,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_1_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,32.650999999999996,True,1.0,52173.43262,-25768.81727,52172.9866,-25768.59426,52306.60849,-25856.59847,-1,-1,-1,-1,1815,0.09090909091,0.1578947368,1.0,0.2692307692,0.3181818182,1.0,0.347826087,0.1818181818,0.4615384615,51657.63454,51657.81782,51825.19695,51825.35678,51657.18851,51657.37179
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2_true_network.nw,0.3,14.05,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,24.677,True,1.0,52066.42022,-25715.31107,52061.05229,-25712.6271,52204.47237,-25805.53041,-1,-1,-1,-1,1805,0.04761904762,0.15,1.0,0.2,0.1904761905,1.0,0.1904761905,0.09523809524,0.4,51550.62213,51550.80541,51723.06083,51723.22066,51545.2542,51545.43748
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2_true_network.nw,0.3,14.05,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_2_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,28.614,True,1.0,52060.86691,-25712.53441,52061.05229,-25712.6271,52204.47237,-25805.53041,-1,-1,-1,-1,1805,0.04761904762,0.15,1.0,0.2,0.1904761905,1.0,0.1904761905,0.09523809524,0.4,51545.06882,51545.2521,51723.06083,51723.22066,51545.2542,51545.43748
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3_true_network.nw,0.4,14.984000000000002,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,29.827,True,1.0,52504.46892,-25934.33542,52501.16008,-25932.681,52768.18514,-26087.3868,-1,-1,-1,-1,1850,0.32,0.52,1.0,0.6060606061,0.5384615385,1.0,0.5384615385,0.2978723404,0.8571428570999999,51988.67084,51988.85412,52286.7736,52286.93343,51985.362,51985.54528
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3_true_network.nw,0.4,14.984000000000002,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_3_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,35.194,True,1.0,52504.46892,-25934.33542,52501.16008,-25932.681,52768.18514,-26087.3868,-1,-1,-1,-1,1850,0.32,0.52,1.0,0.6060606061,0.5384615385,1.0,0.5384615385,0.2978723404,0.8571428570999999,51988.67084,51988.85412,52286.7736,52286.93343,51985.362,51985.54528
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4_true_network.nw,0.5,13.332,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,22.937,True,1.0,52440.73006,-25902.46599,52438.17736,-25901.18964,52710.54236,-26058.56541,-1,-1,-1,-1,1820,0.09090909091,0.1578947368,1.0,0.3333333333,0.3913043478,1.0,0.4166666667,0.22222222219999999,0.5185185185,51924.93198,51925.11526,52229.13082,52229.29065,51922.37928,51922.56256
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2862488095527944| 'lambda': 6.514668104840866| 'nu': 0.0195440043145226| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4_true_network.nw,0.5,13.332,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_10_0/0_4_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,28.351,True,1.0,52440.73006,-25902.46599,52438.17736,-25901.18964,52710.54236,-26058.56541,-1,-1,-1,-1,1820,0.09090909091,0.1578947368,1.0,0.3333333333,0.3913043478,1.0,0.4166666667,0.22222222219999999,0.5185185185,51924.93198,51925.11526,52229.13082,52229.29065,51922.37928,51922.56256
/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_11_0/0_0,20,2,1,2000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.16006275349761906| 'lambda': 11.563216599822919| 'nu': 0.03468964979946876| 'no_of_leaves': 20| 'no_of_hybrids': 1| 'ratio': 0.05| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_11_0/0_0_true_network.nw,0.1,5.691,/home/luttersh/NetRAX/experiments/data/datasets_B_20_1_run_11_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,2.218,True,0.0,26481.09394,-12922.64793,26449.0692,-12927.82883,26449.06918,-12927.82882,-1,-1,-1,-1,851,0.05555555556,0.05555555556,1.0,0.2,0.2,1.0,0.2857142857,0.3191489362,0.5925925926,25965.29586,25965.47913,25967.65763,25967.81746,25967.65765,25967.81748
