name,n_taxa,n_trees,n_reticulations,msa_size,sites_per_tree,sampling_type,simulation_type,celine_params,brlen_scaler,seqgen_params,near_zero_branches_raxml,n_equal_tree_pairs,true_network_weirdness,true_network_path,fixed_reticulation_prob,inferred_network_path,likelihood_type,brlen_linkage_type,start_type,timeout,n_random_start_networks,n_parsimony_start_networks,runtime_inference,use_partitioned_msa,n_reticulations_inferred,bic_true,logl_true,bic_inferred,logl_inferred,bic_raxml,logl_raxml,rf_absolute_raxml,rf_relative_raxml,rf_absolute_inferred,rf_relative_inferred,msa_patterns,unrooted_softwired_network_distance,unrooted_hardwired_network_distance,unrooted_displayed_trees_distance,rooted_softwired_network_distance,rooted_hardwired_network_distance,rooted_displayed_trees_distance,rooted_tripartition_distance,rooted_path_multiplicity_distance,rooted_nested_labels_distance
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_87/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.32025831568455915| 'lambda': 9.971319974933738| 'nu': 0.029913959924801215| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,12,0.1,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_87/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_87/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,65485.736,True,6.0,498424.42299999995,-247621.2739,499483.3018,-248097.2364,513771.0159,-255401.5241,-1,-1,-1,-1,15023,0.3333333333,0.2608695652,1.0,0.523255814,0.431372549,1.0,0.4727272727,0.303030303,0.5230769231
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.16665190620978337| 'lambda': 22.945703919496555| 'nu': 0.06883711175848967| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,4613.923,True,4.0,380564.6124,-188691.3686,381390.9695,-189104.5472,405999.37100000004,-201515.7017,-1,-1,-1,-1,13020,0.0,0.2173913043,0.0,0.4444444444,0.2173913043,0.0,0.2173913043,0.1348314607,0.2307692308
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.16665190620978337| 'lambda': 22.945703919496555| 'nu': 0.06883711175848967| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_88/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,5373.516,True,4.0,380564.6124,-188691.3686,381390.9695,-189104.5472,405999.37100000004,-201515.7017,-1,-1,-1,-1,13020,0.0,0.2173913043,0.0,0.4444444444,0.2173913043,0.0,0.2173913043,0.1348314607,0.2307692308
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.21687093076613567| 'lambda': 14.275040280817938| 'nu': 0.042825120842453816| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,1119.275,True,3.0,426321.2658,-211569.6953,430568.6487,-213720.1252,453451.5131,-225241.7728,-1,-1,-1,-1,13977,0.1511627907,0.2173913043,1.0,0.3551401869,0.2340425532,1.0,0.2708333333,0.1460674157,0.2692307692
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.21687093076613567| 'lambda': 14.275040280817938| 'nu': 0.042825120842453816| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_89/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,510.639,True,2.0,426321.2658,-211569.6953,440470.0218,-218697.5502,453451.5131,-225241.7728,-1,-1,-1,-1,13977,0.3837209302,0.38,1.0,0.5283018868,0.3921568627,1.0,0.4528301887,0.2365591398,0.4561403509
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2697355355321738| 'lambda': 21.98502362043316| 'nu': 0.06595507086129948| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,5067.304,True,4.0,340652.0666,-168735.0957,340714.6464,-168766.3856,360269.4552,-178650.7438,-1,-1,-1,-1,11920,0.02272727273,0.3265306122,1.0,0.5169491525,0.34,1.0,0.34,0.1956521739,0.3571428571
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2697355355321738| 'lambda': 21.98502362043316| 'nu': 0.06595507086129948| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_90/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,4052.2470000000003,True,4.0,340652.0666,-168735.0957,340779.3871,-168798.75600000002,360269.4552,-178650.7438,-1,-1,-1,-1,11920,0.01149425287,0.3125,1.0,0.5128205128,0.3265306122,1.0,0.34,0.1956521739,0.3859649123
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2005059046088785| 'lambda': 21.74957240875653| 'nu': 0.0652487172262696| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,8,0.06666666666666668,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,921.942,True,3.0,307075.1051,-151946.6149,307084.7107,-151978.1562,323118.095,-160075.0637,-1,-1,-1,-1,10865,0.03278688525,0.1162790698,1.0,0.2028985507,0.1363636364,1.0,0.1555555556,0.125,0.2692307692
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2005059046088785| 'lambda': 21.74957240875653| 'nu': 0.0652487172262696| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,8,0.06666666666666668,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_91/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,1314.3139999999999,True,3.0,307063.4416,-151940.7832,307017.8896,-151944.7456,323118.095,-160075.0637,-1,-1,-1,-1,10865,0.03278688525,0.1162790698,1.0,0.2028985507,0.1363636364,1.0,0.1555555556,0.125,0.2692307692
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.25644233809989225| 'lambda': 11.915082658289023| 'nu': 0.03574524797486707| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,7040.177,True,4.0,500746.7716,-248782.4482,500907.7606,-248862.9427,521014.0425,-259023.0374,-1,-1,-1,-1,15069,0.1125,0.306122449,1.0,0.5188679245,0.306122449,1.0,0.32,0.1758241758,0.5161290323
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.25644233809989225| 'lambda': 11.915082658289023| 'nu': 0.03574524797486707| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_92/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,8014.871999999998,True,4.0,500746.7716,-248782.4482,500848.9122,-248833.5185,521014.0425,-259023.0374,-1,-1,-1,-1,15069,0.1125,0.306122449,1.0,0.5188679245,0.306122449,1.0,0.32,0.1758241758,0.5161290323
/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_93/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.5150321534277863| 'lambda': 7.696296718192435| 'nu': 0.023088890154577303| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_93/0_0_true_network.nw,0.5,/home/sarah/eclipse-workspace/NetRAX/experiments/data/datasets_multirun_93/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,3658.16,True,4.0,647586.9916,-322202.5582,647822.7926,-322320.4587,669863.0988,-333447.5656,-1,-1,-1,-1,15862,0.02352941176,0.2173913043,1.0,0.4732142857,0.306122449,1.0,0.32,0.1758241758,0.4137931034
